# K0 = 11.9013881683
# t	x(t)	y(t)	h	K(t)	erro_relativo
25.8503055573	2.9993283749	1.0088319778	0.0488898307	11.9013280869	0.0000050483
25.8986835480	2.9152021408	1.1096615791	0.0483776964	11.9013280869	0.0000050483
25.9463901520	2.7007169724	1.2101911306	0.0477064177	11.9013290405	0.0000049681
25.9982604980	2.3580265045	1.3105900288	0.0518704727	11.9013271332	0.0000051284
26.0604267120	1.8842964172	1.4053318501	0.0621662512	11.9013252258	0.0000052887
26.1203498840	1.4504258633	1.4622563124	0.0599232242	11.9013252258	0.0000052887
26.1809139252	1.0867707729	1.4855854511	0.0605638288	11.9013252258	0.0000052887
26.2448749542	0.7970495224	1.4793394804	0.0639606118	11.9013252258	0.0000052887
26.3214931488	0.5590226650	1.4423427582	0.0766176954	11.9013290405	0.0000049681
26.3917236328	0.4169112444	1.3909163475	0.0702301860	11.9013290405	0.0000049681
26.4710750580	0.3140159547	1.3221883774	0.0793515146	11.9013290405	0.0000049681
26.5603466034	0.2443414479	1.2394372225	0.0892714486	11.9013280869	0.0000050483
26.6511745453	0.2043029368	1.1549079418	0.0908277035	11.9013280869	0.0000050483
26.7452640533	0.1838159561	1.0704224110	0.0940886140	11.9013261795	0.0000052085
26.8484554291	0.1788708568	0.9835711122	0.1031914055	11.9013271332	0.0000051284
26.9641151428	0.1920675784	0.8949700594	0.1156597063	11.9013252258	0.0000052887
27.0987052917	0.2354557216	0.8047909141	0.1345910877	11.9013252258	0.0000052887
27.2290344238	0.3189402223	0.7320317626	0.1303293854	11.9013233185	0.0000054489
27.3226108551	0.4183095098	0.6898124218	0.0935762972	11.9013233185	0.0000054489
27.4049320221	0.5467928052	0.6608380675	0.0823206529	11.9013233185	0.0000054489
27.4876289368	0.7302785516	0.6410968304	0.0826960132	11.9013233185	0.0000054489
27.5630397797	0.9607158303	0.6333999634	0.0754103810	11.9013242722	0.0000053688
27.6387710571	1.2668464184	0.6385577917	0.0757307112	11.9013252258	0.0000052887
27.7169990540	1.6677991152	0.6619738936	0.0782283321	11.9013252258	0.0000052887
27.7841815948	2.0677375793	0.7015709877	0.0671833381	11.9013242722	0.0000053688
27.8515491486	2.4787280560	0.7644971609	0.0673668981	11.9013233185	0.0000054489
27.9217662811	2.8337864876	0.8594349027	0.0702162758	11.9013233185	0.0000054489
27.9700527191	2.9741601944	0.9426117539	0.0482865274	11.9013242722	0.0000053688
28.0224113464	2.9843034744	1.0462747812	0.0523580983	11.9013242722	0.0000053688
28.0710220337	2.8462226391	1.1490114927	0.0486098267	11.9013252258	0.0000052887
28.1203823090	2.5779464245	1.2509020567	0.0493605174	11.9013252258	0.0000052887
28.1764564514	2.1749997139	1.3516933918	0.0560738854	11.9013233185	0.0000054489
28.2434139252	1.6660754681	1.4374248981	0.0669575036	11.9013204575	0.0000056893
28.3071746826	1.2414664030	1.4789410830	0.0637601465	11.9013204575	0.0000056893
28.3683319092	0.9229720831	1.4857161045	0.0611571893	11.9013195038	0.0000057695
28.4426517487	0.6479944587	1.4612110853	0.0743197426	11.9013223648	0.0000055291
28.5119514465	0.4775502384	1.4170362949	0.0692994520	11.9013233185	0.0000054489
28.5885295868	0.3551587164	1.3546140194	0.0765779540	11.9013242722	0.0000053688
28.6711292267	0.2732259035	1.2796533108	0.0825987980	11.9013242722	0.0000053688
28.7648887634	0.2190221697	1.1920270920	0.0937601775	11.9013223648	0.0000055291
28.8564472198	0.1909449846	1.1081771851	0.0915577784	11.9013214111	0.0000056092
28.9550151825	0.1791182905	1.0225020647	0.0985680446	11.9013214111	0.0000056092
29.0645332336	0.1835092604	0.9346637130	0.1095189527	11.9013214111	0.0000056092
29.1893157959	0.2107705176	0.8453392982	0.1247821748	11.9013204575	0.0000056893
29.3397979736	0.2855356038	0.7543791533	0.1504822373	11.9013175964	0.0000059297
29.4409790039	0.3757221401	0.7047337294	0.1011814326	11.9013175964	0.0000059297
29.5271987915	0.4920618832	0.6709504128	0.0862194896	11.9013175964	0.0000059297
29.6060428619	0.6439074874	0.6482645273	0.0788447559	11.9013175964	0.0000059297
29.6846904755	0.8540519476	0.6353133917	0.0786481425	11.9013175964	0.0000059297
29.7587490082	1.1201010942	0.6344208121	0.0740584061	11.9013175964	0.0000059297
29.8419628143	1.5102486610	0.6508343816	0.0832134932	11.9013185501	0.0000058496
29.9082565308	1.8862409592	0.6814842820	0.0662941486	11.9013185501	0.0000058496
29.9804878235	2.3298370838	0.7382354736	0.0722304508	11.9013175964	0.0000059297
30.0480937958	2.7107558250	0.8185133934	0.0676054731	11.9013175964	0.0000059297
30.0992012024	2.9161717892	0.8983833790	0.0511071160	11.9013166428	0.0000060099
30.1478748322	2.9989311695	0.9887049198	0.0486728139	11.9013166428	0.0000060099
30.1973285675	2.9415783882	1.0905594826	0.0494535081	11.9013185501	0.0000058496
30.2461071014	2.7443149090	1.1937690973	0.0487787575	11.9013175964	0.0000059297
30.2972564697	2.4206008911	1.2949296236	0.0511499979	11.9013175964	0.0000059297
30.3552131653	1.9830129147	1.3885576725	0.0579566620	11.9013156891	0.0000060900
30.4161758423	1.5311356783	1.4537993670	0.0609632768	11.9013156891	0.0000060900
30.4772911072	1.1477864981	1.4836245775	0.0611143224	11.9013156891	0.0000060900
30.5393123627	0.8493552208	1.4828015566	0.0620209984	11.9013156891	0.0000060900
30.6076393127	0.6156739593	1.4552124739	0.0683261156	11.9013175964	0.0000059297
30.6767673492	0.4563572705	1.4087531567	0.0691279545	11.9013175964	0.0000059297
30.7549457550	0.3398841023	1.3435254097	0.0781780779	11.9013185501	0.0000058496
30.8392124176	0.2627933621	1.2663617134	0.0842662752	11.9013185501	0.0000058496
30.9313297272	0.2139381617	1.1802978516	0.0921176672	11.9013166428	0.0000060099
31.0236511230	0.1883524656	1.0962227583	0.0923218951	11.9013166428	0.0000060099
31.1234416962	0.1786910743	1.0103116035	0.0997908860	11.9013166428	0.0000060099
31.2349128723	0.1856997609	0.9221285582	0.1114707962	11.9013156891	0.0000060900
31.3616523743	0.2171415389	0.8331241608	0.1267400682	11.9013147354	0.0000061701
31.5160999298	0.3021552265	0.7424950004	0.1544484943	11.9013109207	0.0000064906
31.6126251221	0.3963048756	0.6970607638	0.0965261459	11.9013118744	0.0000064105
31.6968574524	0.5186086893	0.6657129526	0.0842316598	11.9013099670	0.0000065708
31.7734584808	0.6755902767	0.6452721953	0.0766005218	11.9013118744	0.0000064105
31.8497009277	0.8896783590	0.6344031692	0.0762432218	11.9013118744	0.0000064105
31.9250831604	1.1724590063	0.6355829835	0.0753820240	11.9013118744	0.0000064105
32.0105514526	1.5895775557	0.6561415195	0.0854698941	11.9013118744	0.0000064105
32.0769653320	1.9764732122	0.6910004020	0.0664120987	11.9013118744	0.0000064105
32.1459465027	2.4002804756	0.7500613332	0.0689813048	11.9013118744	0.0000064105
32.2147865295	2.7715485096	0.8370737433	0.0688393638	11.9013099670	0.0000065708
32.2632522583	2.9439589977	0.9163078666	0.0484661050	11.9013109207	0.0000064906
32.3116073608	2.9993467331	1.0084999800	0.0483532250	11.9013118744	0.0000064105
32.3607444763	2.9132666588	1.1109250784	0.0491374284	11.9013118744	0.0000064105
32.4091987610	2.6930332184	1.2129503489	0.0484547392	11.9013109207	0.0000064906
32.4600028992	2.3559801579	1.3110799789	0.0508047044	11.9013118744	0.0000064105
32.5208473206	1.8922663927	1.4040248394	0.0608450472	11.9013099670	0.0000065708
32.5817489624	1.4508734941	1.4622071981	0.0609001853	11.9013090134	0.0000066509
32.6423187256	1.0870872736	1.4855726957	0.0605712533	11.9013080597	0.0000067310
32.7062911987	0.7972359061	1.4793490171	0.0639724433	11.9013099670	0.0000065708
32.7829246521	0.5591099262	1.4423598051	0.0766320601	11.9013118744	0.0000064105
32.8525733948	0.4179210961	1.3914117813	0.0696479082	11.9013118744	0.0000064105
32.9312629700	0.3153176010	1.3233435154	0.0786897838	11.9013128281	0.0000063304
33.0197868347	0.2455366850	1.2413301468	0.0885254219	11.9013118744	0.0000064105
33.1105842590	0.2049615234	1.1567944288	0.0907973349	11.9013118744	0.0000064105
33.2046661377	0.1840895265	1.0722212791	0.0940835401	11.9013109207	0.0000064906
33.3072319031	0.1788006723	0.9857417345	0.1025649384	11.9013109207	0.0000064906
33.4222183228	0.1914025396	0.8974039555	0.1149847135	11.9013099670	0.0000065708
33.5547714233	0.2330123186	0.8081259727	0.1325514764	11.9013090134	0.0000066509
33.6871604919	0.3161123097	0.7337035537	0.1323882192	11.9013080597	0.0000067310
33.7814064026	0.4148715436	0.6908892989	0.0942463353	11.9013080597	0.0000067310
33.8644142151	0.5431380272	0.6614364982	0.0830074921	11.9013080597	0.0000067310
33.9399414062	0.7067383528	0.6427534819	0.0755256116	11.9013080597	0.0000067310
34.0149841309	0.9277819991	0.6337394714	0.0750421435	11.9013080597	0.0000067310
34.0916061401	1.2278757095	0.6371996403	0.0766222998	11.9013090134	0.0000066509
34.1792831421	1.6724259853	0.6623407602	0.0876770318	11.9013090134	0.0000066509
34.2446670532	2.0616979599	0.7008436322	0.0653849989	11.9013090134	0.0000066509
34.3131904602	2.4797563553	0.7647014260	0.0685231611	11.9013080597	0.0000067310
34.3820610046	2.8290848732	0.8575987816	0.0688689426	11.9013080597	0.0000067310
34.4302787781	2.9719860554	0.9403156638	0.0482188277	11.9013080597	0.0000067310
34.4825553894	2.9860496521	1.0435372591	0.0522750616	11.9013090134	0.0000066509
34.5310935974	2.8520572186	1.1460542679	0.0485364944	11.9013099670	0.0000065708
34.5803718567	2.5874316692	1.2479829788	0.0492786765	11.9013099670	0.0000065708
34.6363601685	2.1869237423	1.3491995335	0.0559873618	11.9013080597	0.0000067310
34.7032432556	1.6780261993	1.4358395338	0.0668815747	11.9013061523	0.0000068913
34.7669792175	1.2513707876	1.4783315659	0.0637375414	11.9013051987	0.0000069714
34.8281898499	0.9301995635	1.4858866930	0.0612123385	11.9013061523	0.0000068913
34.8985290527	0.6649646759	1.4640142918	0.0703381225	11.9013061523	0.0000068913
34.9686698914	0.4871361256	1.4205167294	0.0701425523	11.9013080597	0.0000067310
35.0438423157	0.3630525470	1.3599604368	0.0751721263	11.9013080597	0.0000067310
35.1249427795	0.2792127728	1.2867548466	0.0810995325	11.9013080597	0.0000067310
35.2197189331	0.2218782455	1.1982040405	0.0947768241	11.9013071060	0.0000068112
35.3106536865	0.1924985051	1.1146943569	0.0909336507	11.9013071060	0.0000068112
35.4080886841	0.1795132607	1.0295667648	0.0974332020	11.9013061523	0.0000068913
35.5164527893	0.1824353635	0.9419817924	0.1083635837	11.9013061523	0.0000068913
35.6400680542	0.2073902041	0.8525338769	0.1236134246	11.9013061523	0.0000068913
35.7875518799	0.2762243450	0.7618562579	0.1474840939	11.9013023376	0.0000072118
35.8917465210	0.3641344309	0.7095029950	0.1041928604	11.9013023376	0.0000072118
35.9790763855	0.4768601954	0.6742775440	0.0873310268	11.9013023376	0.0000072118
36.0577659607	0.6222899556	0.6505886912	0.0786899850	11.9013023376	0.0000072118
36.1363525391	0.8241043091	0.6363193989	0.0785883293	11.9013023376	0.0000072118
36.2112426758	1.0839326382	0.6338436007	0.0748889372	11.9013032913	0.0000071317
36.2901458740	1.4414166212	0.6467392445	0.0789049715	11.9013032913	0.0000071317
36.3592453003	1.8237515688	0.6754112840	0.0690987259	11.9013032913	0.0000071317
36.4339828491	2.2810456753	0.7306002975	0.0747393221	11.9013023376	0.0000072118
36.5019874573	2.6727023125	0.8081021905	0.0680039674	11.9013023376	0.0000072118
36.5549583435	2.8984863758	0.8886611462	0.0529698022	11.9013023376	0.0000072118
36.6044960022	2.9965770245	0.9791889191	0.0495369770	11.9013023376	0.0000072118
36.6548194885	2.9516577721	1.0821634531	0.0503247641	11.9013032913	0.0000071317
36.7033424377	2.7663481236	1.1849428415	0.0485218950	11.9013032913	0.0000071317
36.7542152405	2.4524905682	1.2865762711	0.0508733988	11.9013032913	0.0000071317
36.8153152466	1.9934958220	1.3866869211	0.0610987991	11.9013013840	0.0000072920
36.8762245178	1.5409961939	1.4526910782	0.0609079078	11.9013004303	0.0000073721
36.9373359680	1.1557012796	1.4832998514	0.0611098371	11.9013004303	0.0000073721
36.9994239807	0.8549261689	1.4830936193	0.0620893389	11.9013004303	0.0000073721
37.0738868713	0.6024557948	1.4524897337	0.0744622648	11.9013023376	0.0000072118
37.1433639526	0.4469310939	1.4047899246	0.0694777668	11.9013042450	0.0000070516
37.2219238281	0.3335538208	1.3386166096	0.0785603672	11.9013042450	0.0000070516
37.3104324341	0.2561680675	1.2572411299	0.0885092244	11.9013042450	0.0000070516
37.4017715454	0.2105848193	1.1719781160	0.0913372934	11.9013023376	0.0000072118
37.4946250916	0.1867147535	1.0877840519	0.0928539634	11.9013013840	0.0000072920
37.5954627991	0.1785820574	1.0015878677	0.1008380055	11.9013013840	0.0000072920
37.7079505920	0.1874782741	0.9134874344	0.1124876291	11.9013013840	0.0000072920
37.8379898071	0.2227620035	0.8235139847	0.1300389618	11.9013004303	0.0000073721
37.9962310791	0.3173217475	0.7329890728	0.1582408100	11.9012966156	0.0000076926
38.0892105103	0.4150833488	0.6908251047	0.0929802731	11.9012966156	0.0000076926
38.1717567444	0.5425913930	0.6615286469	0.0825455412	11.9012966156	0.0000076926
38.2468109131	0.7048031688	0.6429007053	0.0750558451	11.9012966156	0.0000076926
38.3213844299	0.9235941768	0.6337996125	0.0745749623	11.9012966156	0.0000076926
38.3974647522	1.2199875116	0.6369482875	0.0760821700	11.9012985229	0.0000075323
38.4844169617	1.6583410501	0.6612418294	0.0869527236	11.9012975693	0.0000076125
38.5504455566	2.0502505302	0.6994733810	0.0660292432	11.9012985229	0.0000075323
38.6195602417	2.4723536968	0.7632766366	0.0691141710	11.9012966156	0.0000076926
38.6889762878	2.8261713982	0.8564767838	0.0694168657	11.9012975693	0.0000076125
38.7372817993	2.9708404541	0.9391484857	0.0483055785	11.9012975693	0.0000076125
38.7896461487	2.9867262840	1.0424171686	0.0523648411	11.9012975693	0.0000076125
38.8382682800	2.8539302349	1.1450879574	0.0486223735	11.9012985229	0.0000075323
38.8876304626	2.5897924900	1.2472472191	0.0493631959	11.9012985229	0.0000075323
38.9412689209	2.2076451778	1.3448122740	0.0536389872	11.9012975693	0.0000076125
39.0106925964	1.6793015003	1.4356657267	0.0694254860	11.9012937546	0.0000079330
39.0749206543	1.2494863272	1.4784444571	0.0642274544	11.9012928009	0.0000080131
39.1366310120	0.9265283346	1.4857963324	0.0617117397	11.9012937546	0.0000079330
39.2075500488	0.6606841087	1.4633229971	0.0709175542	11.9012947083	0.0000078529
39.2773666382	0.4849586487	1.4197342396	0.0698167235	11.9012956619	0.0000077727
39.3529205322	0.3611714542	1.3587023020	0.0755522996	11.9012966156	0.0000076926
39.4381484985	0.2748273015	1.2815769911	0.0852262452	11.9012966156	0.0000076926
39.5325775146	0.2196220458	1.1933318377	0.0944290683	11.9012947083	0.0000078529
39.6239395142	0.1912837923	1.1096096039	0.0913629606	11.9012947083	0.0000078529
39.7223167419	0.1791988164	1.0240052938	0.0983760282	11.9012947083	0.0000078529
39.8316459656	0.1832809597	0.9361757636	0.1093300208	11.9012937546	0.0000079330
39.9562454224	0.2100771964	0.8467841744	0.1245997697	11.9012937546	0.0000079330
40.1065521240	0.2839146852	0.7556424737	0.1503075510	11.9012899399	0.0000082535
40.2084121704	0.3738992214	0.7054672837	0.1018587351	11.9012899399	0.0000082535
40.2952842712	0.4904509485	0.6712964177	0.0868732929	11.9012899399	0.0000082535
40.3720893860	0.6370730996	0.6489776969	0.0768062919	11.9012908936	0.0000081734
40.4510955811	0.8457542062	0.6355735660	0.0790078789	11.9012908936	0.0000081734
40.5267715454	1.1157608032	0.6343460679	0.0756755769	11.9012908936	0.0000081734
40.6069641113	1.4888199568	0.6495127678	0.0801915005	11.9012908936	0.0000081734
40.6745834351	1.8696759939	0.6798394322	0.0676180050	11.9012908936	0.0000081734
40.7458801270	2.3072378635	0.7346519232	0.0712959841	11.9012908936	0.0000081734
40.8124732971	2.6872544289	0.8119972348	0.0665936768	11.9012899399	0.0000082535
40.8652687073	2.9069821835	0.8932198882	0.0527973026	11.9012899399	0.0000082535
40.9146804810	2.9979658127	0.9842154980	0.0494118892	11.9012918472	0.0000080933
40.9635620117	2.9488868713	1.0845290422	0.0488812663	11.9012908936	0.0000081734
41.0117950439	2.7620723248	1.1866768599	0.0482316241	11.9012908936	0.0000081734
41.0623626709	2.4487895966	1.2875530720	0.0505683422	11.9012908936	0.0000081734
41.1196861267	2.0185692310	1.3821543455	0.0573222712	11.9012899399	0.0000082535
41.1799468994	1.5683356524	1.4495499134	0.0602616593	11.9012880325	0.0000084138
41.2415695190	1.1747416258	1.4824672937	0.0616245046	11.9012880325	0.0000084138
41.3044052124	0.8658933640	1.4836360216	0.0628367364	11.9012880325	0.0000084138
41.3719100952	0.6293490529	1.4578496218	0.0675061196	11.9012899399	0.0000082535
41.4423370361	0.4629811049	1.4114211798	0.0704274103	11.9012908936	0.0000081734
41.5201530457	0.3444670439	1.3469480276	0.0778144971	11.9012908936	0.0000081734
41.6040458679	0.2658106983	1.2703187466	0.0838946328	11.9012908936	0.0000081734
41.6968460083	0.2153348476	1.1836000681	0.0928019732	11.9012899399	0.0000082535
41.7885704041	0.1891278774	1.0999240875	0.0917251557	11.9012889862	0.0000083337
41.8883552551	0.1787865758	1.0137710571	0.0997842476	11.9012880325	0.0000084138
41.9990844727	0.1850146949	0.9258208275	0.1107285321	11.9012880325	0.0000084138
42.1250534058	0.2151237428	0.8368408084	0.1259679198	11.9012870789	0.0000084939
42.2786674500	0.2971736193	0.7458899021	0.1536151469	11.9012832642	0.0000088144
42.3764076233	0.3900298178	0.6993075609	0.0977391005	11.9012832642	0.0000088144
42.4609527588	0.5100731850	0.6673292518	0.0845449343	11.9012842178	0.0000087343
42.5379638672	0.6647445560	0.6462502480	0.0770094618	11.9012842178	0.0000087343
42.6146621704	0.8764065504	0.6347131133	0.0767000765	11.9012851715	0.0000086542
42.6902618408	1.1559180021	0.6351811886	0.0755990222	11.9012851715	0.0000086542
42.7709503174	1.5426152945	0.6529307961	0.0806875154	11.9012851715	0.0000086542
42.8373184204	1.9234198332	0.6853034496	0.0663691014	11.9012851715	0.0000086542
42.9077186584	2.3561999798	0.7425547242	0.0704018101	11.9012842178	0.0000087343
42.9755668640	2.7329411507	0.8249990940	0.0678478256	11.9012832642	0.0000088144
43.0256690979	2.9264187813	0.9045807123	0.0501030050	11.9012832642	0.0000088144
43.0739784241	2.9996623993	0.9950760603	0.0483087227	11.9012842178	0.0000087343
43.1230659485	2.9337084293	1.0965868235	0.0490864962	11.9012842178	0.0000087343
43.1714553833	2.7310786247	1.1988682747	0.0483885556	11.9012851715	0.0000086542
43.2240791321	2.3923552036	1.3020960093	0.0526228063	11.9012832642	0.0000088144
43.2837066650	1.9399152994	1.3960429430	0.0596277267	11.9012832642	0.0000088144
43.3444290161	1.4941891432	1.4577876329	0.0607229061	11.9012823105	0.0000088946
43.4050712585	1.1209613085	1.4845880270	0.0606417693	11.9012823105	0.0000088946
43.4694709778	0.8201371431	1.4810113907	0.0644011348	11.9012832642	0.0000088144
43.5384330750	0.5940356255	1.4506659508	0.0689627826	11.9012842178	0.0000087343
43.6082191467	0.4408023953	1.4021121264	0.0697843581	11.9012842178	0.0000087343
43.6871185303	0.3293563128	1.3352495432	0.0788980946	11.9012851715	0.0000086542
43.7721061707	0.2560131252	1.2570116520	0.0849883929	11.9012832642	0.0000088144
43.8639259338	0.2103278637	1.1713069677	0.0918181688	11.9012842178	0.0000087343
43.9565277100	0.1866418272	1.0873656273	0.0926020220	11.9012832642	0.0000088144
44.0576972961	0.1785844117	1.0009258986	0.1011703312	11.9012832642	0.0000088144
44.1697349548	0.1875402331	0.9132245183	0.1120375767	11.9012823105	0.0000088946
44.2992286682	0.2226917297	0.8236373663	0.1294927895	11.9012823105	0.0000088946
44.4567832947	0.3165857494	0.7334302068	0.1575542390	11.9012775421	0.0000092952
44.5498352051	0.4140560627	0.6911537647	0.0930502936	11.9012775421	0.0000092952
44.6340751648	0.5442304015	0.6612634063	0.0842392370	11.9012775421	0.0000092952
44.7098884583	0.7089591026	0.6425941586	0.0758115351	11.9012775421	0.0000092952
44.7852096558	0.9317246675	0.6336932778	0.0753229931	11.9012775421	0.0000092952
44.8621788025	1.2345974445	0.6374269128	0.0769709647	11.9012775421	0.0000092952
44.9503479004	1.6837180853	0.6632437110	0.0881687924	11.9012784958	0.0000092151
45.0160522461	2.0759727955	0.7025859356	0.0657040179	11.9012784958	0.0000092151
45.0850067139	2.4957087040	0.7678393126	0.0689556822	11.9012775421	0.0000092952
45.1544075012	2.8420476913	0.8627807498	0.0694004148	11.9012765884	0.0000093754
45.2027931213	2.9777317047	0.9467402697	0.0483859964	11.9012775421	0.0000092952
45.2552757263	2.9808437824	1.0511269569	0.0524819605	11.9012784958	0.0000092151
45.3031501770	2.8393030167	1.1524007320	0.0478762314	11.9012784958	0.0000092151
45.3517723083	2.5723023415	1.2525955439	0.0486231633	11.9012775421	0.0000092952
45.4102592468	2.1498875618	1.3568359613	0.0584850572	11.9012765884	0.0000093754
45.4801521301	1.6211371422	1.4431653023	0.0698920116	11.9012737274	0.0000096158
45.5433578491	1.2082464695	1.4808068275	0.0632043406	11.9012737274	0.0000096158
45.6046371460	0.8974800706	1.4849318266	0.0612778962	11.9012746811	0.0000095356
45.6787185669	0.6317210197	1.4582877159	0.0740832835	11.9012756348	0.0000094555
45.7478141785	0.4671066999	1.4130423069	0.0690973401	11.9012756348	0.0000094555
45.8250312805	0.3477810919	1.3493670225	0.0772174299	11.9012775421	0.0000092952
45.9082908630	0.2682695389	1.2734694481	0.0832598060	11.9012775421	0.0000092952
46.0015335083	0.2165119052	1.1863294840	0.0932444632	11.9012756348	0.0000094555
46.0934219360	0.1896625161	1.1023998260	0.0918896496	11.9012746811	0.0000095356
46.1928367615	0.1788743734	1.0163917542	0.0994142964	11.9012756348	0.0000094555
46.3031959534	0.1845449805	0.9284757376	0.1103603914	11.9012746811	0.0000095356
46.4299240112	0.2141688615	0.8386518359	0.1267284304	11.9012737274	0.0000096158
46.5825920105	0.2944075465	0.7478369474	0.1526668072	11.9012699127	0.0000099363
46.6811294556	0.3866519034	0.7005518079	0.0985358283	11.9012699127	0.0000099363
46.7664794922	0.5065334439	0.6680200100	0.0853489935	11.9012699127	0.0000099363
46.8442955017	0.6617180705	0.6465337276	0.0778150484	11.9012699127	0.0000099363
46.9218254089	0.8749268055	0.6347520351	0.0775284767	11.9012699127	0.0000099363
46.9966125488	1.1505470276	0.6350593567	0.0747857317	11.9012708664	0.0000098562
47.0810890198	1.5561155081	0.6538357139	0.0844783559	11.9012718201	0.0000097760
47.1477699280	1.9405373335	0.6871122122	0.0666793659	11.9012718201	0.0000097760
47.2167625427	2.3647646904	0.7439878583	0.0689923987	11.9012708664	0.0000098562
47.2853927612	2.7433540821	0.8281560540	0.0686289296	11.9012708664	0.0000098562
47.3347778320	2.9304692745	0.9071608186	0.0493831821	11.9012708664	0.0000098562
47.3881454468	2.9993269444	1.0081689358	0.0533692129	11.9012708664	0.0000098562
47.4368782043	2.9150400162	1.1097118855	0.0487322956	11.9012708664	0.0000098562
47.4838142395	2.7048747540	1.2086455822	0.0469345562	11.9012718201	0.0000097760
47.5371665955	2.3525972366	1.3118822575	0.0533513464	11.9012699127	0.0000099363
47.5975761414	1.8920898438	1.4040396214	0.0604094304	11.9012680054	0.0000100965
47.6579856873	1.4540112019	1.4618849754	0.0604114272	11.9012680054	0.0000100965
47.7191047668	1.0866702795	1.4855704308	0.0611194521	11.9012680054	0.0000100965
47.7820053101	0.8010472059	1.4796320200	0.0629004240	11.9012680054	0.0000100965
47.8517951965	0.5789508224	1.4472284317	0.0697894022	11.9012699127	0.0000099363
47.9224243164	0.4293784499	1.3969107866	0.0706283152	11.9012699127	0.0000099363
48.0022621155	0.3212495744	1.3284956217	0.0798362419	11.9012699127	0.0000099363
48.0882225037	0.2505795062	1.2490721941	0.0859586895	11.9012699127	0.0000099363
48.1800727844	0.2073551118	1.1634421349	0.0918488428	11.9012699127	0.0000099363
48.2733421326	0.1852228642	1.0792688131	0.0932679549	11.9012680054	0.0000100965
48.3751182556	0.1786414534	0.9929122925	0.1017759070	11.9012689590	0.0000100164
48.4893531799	0.1896042228	0.9043885469	0.1142337322	11.9012680054	0.0000100965
48.6212158203	0.2285539061	0.8145344853	0.1318623722	11.9012670517	0.0000101767
48.7597541809	0.3126955330	0.7357792258	0.1385389864	11.9012651443	0.0000103369
48.8543891907	0.4101478457	0.6924079657	0.0946331173	11.9012651443	0.0000103369
48.9378547668	0.5371887088	0.6624366045	0.0834655315	11.9012641907	0.0000104171
49.0136451721	0.6992213726	0.6433334351	0.0757896900	11.9012641907	0.0000104171
49.0889816284	0.9186414480	0.6338785887	0.0753356144	11.9012660980	0.0000102568
49.1657447815	1.2165071964	0.6368445754	0.0767650083	11.9012660980	0.0000102568
49.2534179688	1.6579550505	0.6612182260	0.0876722559	11.9012660980	0.0000102568
49.3190078735	2.0471112728	0.6991071701	0.0655897632	11.9012660980	0.0000102568
49.3876419067	2.4665439129	0.7621756196	0.0686344206	11.9012651443	0.0000103369
49.4565429688	2.8199899197	0.8541361690	0.0689003021	11.9012651443	0.0000103369
49.5053405762	2.9689397812	0.9372828603	0.0487984531	11.9012641907	0.0000104171
49.5582351685	2.9872806072	1.0414206982	0.0528942533	11.9012670517	0.0000101767
49.6065063477	2.8573074341	1.1433210373	0.0482727103	11.9012651443	0.0000103369
49.6542205811	2.6055359840	1.2423067093	0.0477125868	11.9012660980	0.0000102568
49.7084121704	2.2222874165	1.3416564465	0.0541916266	11.9012651443	0.0000103369
49.7731513977	1.7280075550	1.4289910793	0.0647408143	11.9012632370	0.0000104972
49.8383255005	1.2837402821	1.4762036800	0.0651758537	11.9012622833	0.0000105773
49.8987426758	0.9584154487	1.4863828421	0.0604181066	11.9012622833	0.0000105773
49.9684677124	0.6862308383	1.4672156572	0.0697260126	11.9012632370	0.0000104972
50.0389442444	0.5005638003	1.4251337051	0.0704747140	11.9012641907	0.0000104171
50.1137847900	0.3720748723	1.3657752275	0.0748410374	11.9012651443	0.0000103369
50.1982460022	0.2819679976	1.2898921967	0.0844630674	11.9012651443	0.0000103369
50.2930450439	0.2233873904	1.2013428211	0.0947981477	11.9012632370	0.0000104972
50.3840408325	0.1932496727	1.1176728010	0.0909942240	11.9012632370	0.0000104972
50.4815864563	0.1797000170	1.0322672129	0.0975474939	11.9012632370	0.0000104972
50.5901336670	0.1821331531	0.9443022013	0.1085489914	11.9012632370	0.0000104972
50.7129745483	0.2062582672	0.8550944924	0.1228427216	11.9012622833	0.0000105773
50.8595962524	0.2732169926	0.7644281983	0.1466208994	11.9012594223	0.0000108177
50.9655952454	0.3611713648	0.7107893825	0.1060005426	11.9012584686	0.0000108979
51.0540084839	0.4741677344	0.6749021411	0.0884125978	11.9012584686	0.0000108979
51.1324768066	0.6180341840	0.6510826349	0.0784666240	11.9012584686	0.0000108979
51.2108573914	0.8176159263	0.6365748644	0.0783811957	11.9012594223	0.0000108177
51.2854347229	1.0740990639	0.6337264776	0.0745761022	11.9012603760	0.0000107376
51.3685150146	1.4500150681	0.6472329497	0.0830800682	11.9012603760	0.0000107376
51.4365463257	1.8274065256	0.6757644415	0.0680327415	11.9012603760	0.0000107376
51.5079345703	2.2642245293	0.7280735970	0.0713900179	11.9012594223	0.0000108177
51.5761451721	2.6596264839	0.8047161698	0.0682094097	11.9012603760	0.0000107376
51.6300506592	2.8932437897	0.8859918714	0.0539051406	11.9012594223	0.0000108177
51.6796493530	2.9954917431	0.9762066603	0.0495971926	11.9012594223	0.0000108177
